time,load,runnable,cpu,idle,iowait,irq,net lo,net enp2s0,net wlp3s0,net docker0,
 1.0,4.76,2,6.81%,0.00%,0.00%,0.50%,0,612,0,0,
 2.0,4.76,2,6.50%,0.00%,0.00%,0.56%,0,186,0,0,
 3.0,4.76,2,2.12%,0.00%,0.00%,0.19%,840,45870,0,0,
 4.0,4.76,17,88.69%,0.06%,0.00%,0.00%,0,120,0,0,
 5.0,4.76,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
 6.0,5.66,17,100.00%,0.00%,0.00%,0.00%,0,132,0,0,
 7.0,5.66,17,100.00%,0.00%,0.00%,0.00%,0,482,0,0,
 8.0,5.66,17,100.00%,0.00%,0.00%,0.00%,0,240,0,0,
 9.0,5.66,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
10.0,5.66,17,100.00%,0.00%,0.00%,0.00%,0,274,0,0,
11.0,6.49,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
12.0,6.49,17,100.00%,0.00%,0.00%,0.00%,0,268,0,0,
13.0,6.49,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
14.0,6.49,17,100.00%,0.00%,0.00%,0.00%,0,2238,0,0,
15.0,6.49,17,100.38%,0.00%,0.00%,0.00%,0,432,0,0,
16.0,7.25,17,100.00%,0.00%,0.00%,0.00%,0,2210,0,0,
17.0,7.25,17,100.06%,0.00%,0.00%,0.00%,0,268,0,0,
18.0,7.25,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
19.0,7.25,17,100.00%,0.00%,0.00%,0.00%,0,236,0,0,
20.0,7.25,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
21.0,8.03,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
22.0,8.03,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
23.0,8.03,17,100.06%,0.00%,0.00%,0.00%,0,180,0,0,
24.0,8.03,17,100.00%,0.00%,0.00%,0.00%,0,366,0,0,
25.0,8.03,17,99.94%,0.00%,0.00%,0.00%,0,430,0,0,
26.0,8.67,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
27.0,8.67,17,100.06%,0.00%,0.00%,0.00%,0,488,0,0,
28.0,8.67,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
29.0,8.67,17,99.94%,0.00%,0.00%,0.00%,0,754,0,0,
30.0,8.67,17,100.38%,0.00%,0.00%,0.00%,0,126,0,0,
31.0,9.26,17,100.06%,0.00%,0.00%,0.00%,0,186,0,0,
32.0,9.26,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
33.0,9.26,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
34.0,9.26,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
35.0,9.26,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
36.0,9.80,17,100.00%,0.00%,0.00%,0.00%,0,240,0,0,
37.0,9.80,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
38.0,9.80,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
39.0,9.80,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
40.0,9.80,17,100.00%,0.00%,0.00%,0.00%,0,186,0,0,
41.0,10.30,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
42.0,10.30,17,100.00%,0.00%,0.00%,0.00%,904,7057,0,0,
43.0,10.30,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
44.0,10.30,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
45.0,10.30,18,99.94%,0.00%,0.00%,0.00%,0,126,0,0,
46.0,10.99,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
47.0,10.99,17,100.44%,0.00%,0.00%,0.00%,0,240,0,0,
48.0,10.99,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
49.0,10.99,17,99.94%,0.00%,0.00%,0.00%,0,1740,0,0,
50.0,10.99,17,100.06%,0.00%,0.00%,0.00%,0,1634,0,0,
51.0,11.39,17,99.94%,0.00%,0.00%,0.00%,0,1624,0,0,
52.0,11.39,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
53.0,11.39,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
54.0,11.39,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
55.0,11.39,17,99.88%,0.00%,0.00%,0.00%,0,183,0,0,
56.0,11.76,17,100.06%,0.00%,0.00%,0.00%,0,832,0,0,
57.0,11.76,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
58.0,11.76,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
59.0,11.76,17,99.94%,0.00%,0.00%,0.00%,0,612,0,0,
60.0,11.76,17,100.06%,0.00%,0.00%,0.00%,0,618,0,0,
61.0,12.10,17,100.00%,0.00%,0.00%,0.00%,0,612,0,0,
62.0,12.10,17,100.44%,0.00%,0.00%,0.00%,0,0,0,0,
63.0,12.10,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
64.0,12.10,17,100.00%,0.00%,0.00%,0.00%,0,66,0,0,
65.0,12.10,17,100.06%,0.00%,0.00%,0.00%,0,186,0,0,
66.0,12.41,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
67.0,12.41,17,100.06%,0.00%,0.00%,0.00%,0,416,0,0,
68.0,12.41,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
69.0,12.41,17,100.00%,0.00%,0.00%,0.00%,0,240,0,0,
70.0,12.41,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
71.0,12.70,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
72.0,12.70,17,100.00%,0.00%,0.00%,0.00%,0,268,0,0,
73.0,12.70,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
74.0,12.70,17,100.00%,0.00%,0.00%,0.00%,0,252,0,0,
75.0,12.70,17,100.06%,0.00%,0.00%,0.00%,0,274,0,0,
76.0,12.97,17,100.38%,0.00%,0.00%,0.00%,0,120,0,0,
77.0,12.97,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
78.0,12.97,17,99.94%,0.00%,0.00%,0.00%,0,268,0,0,
79.0,12.97,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
80.0,12.97,17,99.94%,0.00%,0.00%,0.06%,0,246,0,0,
81.0,13.21,17,100.00%,0.00%,0.00%,0.00%,0,630,0,0,
82.0,13.21,17,100.00%,0.00%,0.00%,0.00%,0,536,0,0,
83.0,13.21,17,100.00%,0.00%,0.00%,0.00%,0,94,0,0,
84.0,13.21,17,100.00%,0.00%,0.00%,0.00%,0,214,0,0,
85.0,13.21,17,100.00%,0.00%,0.00%,0.00%,0,220,0,0,
86.0,13.43,17,100.00%,0.00%,0.00%,0.00%,0,214,0,0,
87.0,13.43,17,100.00%,0.00%,0.00%,0.00%,0,750,0,0,
88.0,13.43,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
89.0,13.43,17,99.94%,0.00%,0.00%,0.00%,0,244,0,0,
90.0,13.43,17,100.06%,0.00%,0.00%,0.00%,0,246,0,0,
91.0,13.64,17,100.00%,0.00%,0.00%,0.00%,0,492,0,0,
92.0,13.64,17,100.38%,0.00%,0.00%,0.00%,0,778,0,0,
93.0,13.64,17,100.06%,0.00%,0.00%,0.00%,0,214,0,0,
94.0,13.64,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
95.0,13.64,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
96.0,13.83,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
97.0,13.83,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
98.0,13.83,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
99.0,13.83,17,100.00%,0.00%,0.00%,0.00%,0,139,0,0,
100.0,13.83,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
101.0,14.00,17,100.00%,0.00%,0.00%,0.00%,0,94,0,0,
102.0,14.00,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
103.0,14.00,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
104.0,14.00,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
105.0,14.00,17,100.38%,0.00%,0.00%,0.00%,0,126,0,0,
106.0,14.16,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
107.0,14.16,17,100.06%,0.00%,0.00%,0.00%,0,1796,0,0,
108.0,14.16,17,99.94%,0.00%,0.00%,0.00%,0,1624,0,0,
109.0,14.16,17,99.94%,0.00%,0.00%,0.06%,0,1624,0,0,
110.0,14.16,17,100.06%,0.00%,0.00%,0.00%,0,126,0,0,
111.0,14.31,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
112.0,14.31,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
113.0,14.31,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
114.0,14.31,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
115.0,14.31,17,99.94%,0.00%,0.00%,0.00%,0,183,0,0,
116.0,14.45,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
117.0,14.45,17,100.00%,0.00%,0.00%,0.00%,0,276,0,0,
118.0,14.45,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
119.0,14.45,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
120.0,14.45,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
121.0,14.57,17,100.38%,0.00%,0.00%,0.00%,0,120,0,0,
122.0,14.57,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
123.0,14.57,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
124.0,14.57,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
125.0,14.57,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
126.0,14.68,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
127.0,14.68,17,100.00%,0.00%,0.00%,0.00%,0,268,0,0,
128.0,14.68,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
129.0,14.68,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
130.0,14.68,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
131.0,14.79,17,99.94%,0.00%,0.00%,0.00%,0,268,0,0,
132.0,14.79,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
133.0,14.79,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
134.0,14.79,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
135.0,14.79,17,100.44%,0.00%,0.00%,0.00%,0,331,0,0,
136.0,14.89,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
137.0,14.89,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
138.0,14.89,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
139.0,14.89,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
140.0,14.89,17,99.94%,0.00%,0.00%,0.00%,0,126,0,0,
141.0,14.98,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
142.0,14.98,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
143.0,14.98,17,100.00%,0.00%,0.00%,0.00%,0,180,0,0,
144.0,14.98,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
145.0,14.98,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
146.0,15.06,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
147.0,15.06,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
148.0,15.06,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
149.0,15.06,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
150.0,15.06,17,100.38%,0.00%,0.00%,0.00%,0,246,0,0,
151.0,15.13,17,99.94%,0.00%,0.00%,0.00%,0,60,0,0,
152.0,15.13,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
153.0,15.13,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
154.0,15.13,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
155.0,15.13,17,100.06%,0.00%,0.00%,0.00%,0,126,0,0,
156.0,15.20,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
157.0,15.20,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
158.0,15.20,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
159.0,15.20,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
160.0,15.20,17,100.06%,0.00%,0.00%,0.00%,0,183,0,0,
161.0,15.27,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
162.0,15.27,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
163.0,15.27,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
164.0,15.27,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
165.0,15.27,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
166.0,15.33,17,100.44%,0.00%,0.00%,0.00%,0,0,0,0,
167.0,15.33,17,100.00%,0.00%,0.00%,0.00%,0,1796,0,0,
168.0,15.33,17,100.00%,0.00%,0.00%,0.00%,0,1740,0,0,
169.0,15.33,17,100.00%,0.00%,0.00%,0.00%,0,1918,0,0,
170.0,15.33,17,100.00%,0.00%,0.00%,0.00%,0,1004,0,0,
171.0,15.38,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
172.0,15.38,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
173.0,15.38,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
174.0,15.38,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
175.0,15.38,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
176.0,15.43,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
177.0,15.43,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
178.0,15.43,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
179.0,15.43,17,100.00%,0.00%,0.00%,0.00%,0,606,0,0,
180.0,15.43,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
181.0,15.48,17,100.00%,0.00%,0.00%,0.00%,0,492,0,0,
182.0,15.48,17,100.44%,0.00%,0.00%,0.00%,0,120,0,0,
183.0,15.48,17,99.94%,0.00%,0.00%,0.00%,0,492,0,0,
184.0,15.48,17,100.00%,0.00%,0.00%,0.00%,0,612,0,0,
185.0,15.48,17,100.06%,0.00%,0.00%,0.00%,0,618,0,0,
186.0,15.52,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
187.0,15.52,17,99.94%,0.00%,0.00%,0.00%,0,148,0,0,
188.0,15.52,17,100.06%,0.00%,0.00%,0.00%,0,268,0,0,
189.0,15.52,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
190.1,15.52,17,100.06%,0.00%,0.00%,0.00%,0,183,0,0,
191.1,15.56,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
192.1,15.56,17,99.94%,0.00%,0.00%,0.00%,0,268,0,0,
193.1,15.56,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
194.1,15.56,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
195.1,15.56,17,100.00%,0.00%,0.00%,0.00%,0,274,0,0,
196.1,15.59,17,100.44%,0.00%,0.00%,0.00%,0,120,0,0,
197.1,15.59,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
198.1,15.59,17,99.94%,0.00%,0.00%,0.00%,0,268,0,0,
199.1,15.59,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
200.1,15.59,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
201.1,15.63,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
202.1,15.63,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
203.1,15.63,17,99.94%,0.00%,0.00%,0.00%,0,180,0,0,
204.1,15.63,17,100.06%,0.00%,0.00%,0.00%,0,246,0,0,
205.1,15.63,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
206.1,15.66,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
207.1,15.66,17,99.94%,0.00%,0.00%,0.00%,0,476,0,0,
208.1,15.66,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
209.1,15.66,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
210.1,15.66,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
211.1,15.68,17,100.44%,0.00%,0.00%,0.00%,0,612,0,0,
212.1,15.68,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
213.1,15.68,17,100.06%,0.00%,0.00%,0.00%,0,120,0,0,
214.1,15.68,17,100.00%,0.00%,0.00%,0.00%,0,150,0,0,
215.1,15.68,17,100.00%,0.00%,0.00%,0.00%,0,385,0,0,
216.1,15.71,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
217.1,15.71,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
218.1,15.71,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
219.1,15.71,17,99.94%,0.00%,0.00%,0.00%,0,236,0,0,
220.1,15.71,17,100.00%,0.00%,0.00%,0.00%,0,242,0,0,
221.1,15.73,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
222.1,15.73,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
223.1,15.73,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
224.1,15.73,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
225.1,15.73,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
226.1,15.75,17,100.44%,0.00%,0.00%,0.00%,0,0,0,0,
227.1,15.75,17,100.00%,0.00%,0.00%,0.00%,0,2088,0,0,
228.1,15.75,17,100.06%,0.00%,0.00%,0.00%,0,1740,0,0,
229.1,15.75,17,99.94%,0.00%,0.00%,0.00%,0,1740,0,0,
230.1,15.75,17,100.06%,0.00%,0.00%,0.00%,0,126,0,0,
231.1,15.77,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
232.1,15.77,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
233.1,15.77,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
234.1,15.77,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
235.1,15.77,17,99.94%,0.00%,0.00%,0.00%,0,126,0,0,
236.1,15.79,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
237.1,15.79,17,100.06%,0.00%,0.00%,0.00%,0,988,0,0,
238.1,15.79,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
239.1,15.79,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
240.1,15.79,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
241.1,15.81,17,100.44%,0.00%,0.00%,0.00%,0,0,0,0,
242.1,15.81,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
243.1,15.81,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
244.1,15.81,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
245.1,15.81,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
246.1,15.83,17,100.00%,0.00%,0.00%,0.00%,0,952,0,0,
247.1,15.83,17,99.94%,0.00%,0.00%,0.00%,0,148,0,0,
248.1,15.83,17,100.00%,0.00%,0.00%,0.00%,0,268,0,0,
249.1,15.83,17,100.00%,0.00%,0.00%,0.00%,0,416,0,0,
250.1,15.83,17,100.06%,0.00%,0.00%,0.00%,0,246,0,0,
251.1,15.84,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
252.1,15.84,17,100.00%,0.00%,0.00%,0.00%,0,980,0,0,
253.1,15.84,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
254.1,15.84,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
255.1,15.84,17,100.06%,0.00%,0.00%,0.00%,0,274,0,0,
256.1,15.85,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
257.1,15.85,17,100.44%,0.00%,0.00%,0.00%,0,0,0,0,
258.1,15.85,17,100.00%,0.00%,0.00%,0.00%,0,268,0,0,
259.1,15.85,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
260.1,15.85,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
261.1,15.86,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
262.1,15.86,17,100.00%,0.00%,0.00%,0.00%,0,180,0,0,
263.1,15.86,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
264.1,15.86,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
265.1,15.86,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
266.1,15.88,17,100.00%,0.00%,0.00%,0.00%,0,952,0,0,
267.1,15.88,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
268.1,15.88,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
269.1,15.88,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
270.1,15.88,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
271.1,15.89,17,100.00%,0.00%,0.00%,0.00%,0,492,0,0,
272.1,15.89,17,100.38%,0.00%,0.00%,0.00%,0,120,0,0,
273.1,15.89,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
274.1,15.89,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
275.1,15.89,17,99.94%,0.00%,0.00%,0.00%,0,126,0,0,
276.1,15.90,17,100.06%,0.00%,0.00%,0.00%,0,60,0,0,
277.1,15.90,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
278.1,15.90,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
279.1,15.90,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
280.1,15.90,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
281.1,15.90,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
282.1,15.90,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
283.1,15.90,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
284.1,15.90,17,100.00%,0.00%,0.00%,0.00%,0,116,0,0,
285.1,15.90,17,99.94%,0.00%,0.00%,0.00%,0,183,0,0,
286.1,15.91,17,100.44%,0.00%,0.00%,0.00%,0,116,0,0,
287.1,15.91,17,99.94%,0.00%,0.00%,0.00%,0,116,0,0,
288.1,15.91,17,100.06%,0.00%,0.00%,0.00%,0,1624,0,0,
289.1,15.91,17,99.94%,0.00%,0.00%,0.00%,0,1624,0,0,
290.1,15.91,17,100.00%,0.00%,0.00%,0.00%,0,1687,0,0,
291.1,15.92,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
292.1,15.92,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
293.1,15.92,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
294.1,15.92,17,100.00%,0.00%,0.00%,0.00%,0,246,0,0,
295.1,15.92,17,99.94%,0.00%,0.00%,0.00%,0,126,0,0,
296.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
297.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
298.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
299.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
300.1,15.93,17,100.44%,0.00%,0.00%,0.00%,0,246,0,0,
301.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
302.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
303.1,15.93,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
304.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
305.1,15.93,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
306.1,15.94,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
307.1,15.94,17,100.00%,0.00%,0.00%,0.00%,0,492,0,0,
308.1,15.94,17,100.06%,0.00%,0.00%,0.00%,0,834,0,0,
309.1,15.94,18,100.00%,0.00%,0.00%,0.00%,0,492,0,0,
310.1,15.94,17,100.00%,0.00%,0.00%,0.00%,0,362,0,0,
311.1,15.94,17,99.94%,0.00%,0.00%,0.00%,0,264,0,0,
312.1,15.94,17,100.06%,0.00%,0.00%,0.00%,0,236,0,0,
313.1,15.94,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
314.1,15.94,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
315.1,15.94,17,100.06%,0.00%,0.00%,0.00%,0,394,0,0,
316.1,15.95,17,100.38%,0.06%,0.00%,0.00%,0,0,0,0,
317.1,15.95,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
318.1,15.95,17,100.00%,0.00%,0.00%,0.00%,0,148,0,0,
319.1,15.95,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
320.1,15.95,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
321.1,15.95,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
322.1,15.95,17,100.06%,0.00%,0.00%,0.00%,0,0,0,0,
323.1,15.95,17,99.94%,0.00%,0.00%,0.00%,0,180,0,0,
324.1,15.95,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
325.1,15.95,17,100.00%,0.00%,0.00%,0.06%,0,322,0,0,
326.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
327.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
328.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
329.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,304,0,0,
330.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
331.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,488,0,0,
332.1,15.96,17,99.94%,0.00%,0.00%,0.00%,0,296,0,0,
333.1,15.96,17,100.44%,0.00%,0.00%,0.00%,0,634,0,0,
334.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,852,0,0,
335.1,15.96,17,100.06%,0.00%,0.00%,0.00%,0,432,0,0,
336.1,15.96,17,99.94%,0.00%,0.00%,0.00%,0,120,0,0,
337.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
338.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,120,0,0,
339.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
340.1,15.96,17,100.00%,0.00%,0.00%,0.00%,0,459,0,0,
341.1,15.97,17,100.00%,0.00%,0.00%,0.00%,0,150,0,0,
342.1,15.97,17,100.06%,0.00%,0.00%,0.00%,0,180,0,0,
343.1,15.97,17,99.94%,0.00%,0.00%,0.00%,0,0,0,0,
344.1,15.97,17,100.00%,0.00%,0.00%,0.00%,0,60,0,0,
345.1,15.97,17,100.00%,0.00%,0.00%,0.00%,0,126,0,0,
346.1,15.97,17,100.00%,0.00%,0.00%,0.00%,0,60,0,0,
347.1,15.97,17,100.44%,0.00%,0.00%,0.00%,0,1916,0,0,
348.1,15.97,17,99.94%,0.00%,0.00%,0.06%,0,1800,0,0,
349.1,15.97,17,100.00%,0.00%,0.00%,0.00%,0,1740,0,0,
350.1,15.97,17,99.94%,0.00%,0.00%,0.00%,0,126,0,0,
351.1,15.97,10,89.38%,0.00%,0.00%,0.12%,0,0,0,0,
352.1,15.97,2,35.12%,0.00%,0.00%,0.56%,0,0,0,0,
353.1,15.97,2,6.31%,0.00%,0.00%,0.00%,0,60,0,0,
354.1,15.97,17,48.19%,0.06%,0.00%,0.00%,0,60,0,0,
355.1,15.97,17,100.00%,0.00%,0.00%,0.00%,0,243,0,0,
356.1,15.97,17,100.00%,0.00%,0.00%,0.00%,0,0,0,0,
